proj_heading,proj_url
Sharepoint Expert                            ,/projects/iphone-software-testing/sharepoint-expert/
Sharepoint Expert - Quick Task                            ,/projects/software-testing-microsoft/sharepoint-expert-quick-task/
Build a Website                            ,/projects/website-design-html.1/build-website.6138873/
Amazon to eBay Turbolist Scraper and Poster                            ,/projects/software-architecture-web-scraping/amazon-ebay-turbolist-scraper-poster/
I'm Mr. Natural - Can Your Post Pass A Big G Manual Review?                            ,/projects/articles-seo/natural-can-your-post-pass/
Issue with Facebook Log in for the Web with the JavaScript SDK                            ,/projects/php-javascript/issue-with-facebook-log-for/
Create a Short Professional Marketing Video                            ,/projects/website-design-internet-marketing/create-short-professional-marketing.6130824/
Write a Business Plan                            ,/projects/business-plans/write-business-plan.6129867/
Write Financial Summaries/New on Hot Stocks                            ,/projects/articles-academic-writing/write-financial-summaries-new-hot/
GG 75 Financial Updates daily                            ,/projects/articles-ghostwriting/financial-updates-daily/
Type Notes For Week Ended 27 June 2014                            ,/projects/type-notes-for-week-ended/
Design a Logo for women's fashion website                            ,/contest/design-a-logo-for-womens-fashion-website-85352.html
MATLAВ 3 tasks                            ,/projects/matlab-mathematica/matla-tasks.6110153/
MATLAВ 3 tasks                            ,/projects/matlab-mathematica/matla-tasks/
Use wordpress search engine to view results of images of nextgen gallery                            ,/projects/php-mysql/use-wordpress-search-engine-view/
Web Application for Bioinformatics                            ,/projects/php-website-design/web-application-for-bioinformatics/
iPhone and Android VPN_client                            ,/projects/php-mobile-phone/iphone-android-vpn-client/
Write some Software                            ,/projects/php-software-architecture/write-some-software.6101896/
Consultant                            ,/projects/net-microsoft-sql-server/consultant.6096700/
Consultant                            ,/projects/net-microsoft-sql-server/consultant.6096029/
Consultant                            ,/projects/net-microsoft-sql-server/consultant/
HND- Managing Financial Resources in Health and Social Care Level 5                            ,/projects/academic-writing/hnd-managing-financial-resources-health.6091419/
Complete a Internet Explorer add-in project                            ,/projects/c-sharp-programming-windows/complete-internet-explorer-add-project/
Asterisk Expert Needed Vicidial not dailing out to asterisk                            ,/projects/telemarketing-voip/asterisk-expert-needed-vicidial-not/
spacecraft                            ,/projects/data-entry-articles/spacecraft/
Required Academic Writing Pls get back                            ,/projects/copywriting-ghostwriting/required-academic-writing-pls-get/
Wordpress Football Prediction League Plugin                            ,/projects/php-website-design/wordpress-football-prediction-league/
Build a Website                            ,/projects/graphic-design-php/build-website.6070784/
3D Modelling Heart Rings [Test of Modelling Skills for Further Projects]                            ,/projects/threed-modelling-threed-animation/modelling-heart-rings-test-modelling/
iPhone and Android VPN client - -- 4                            ,/projects/mobile-phone-android/iphone-android-vpn-client.6068100/
The Crusades                            ,/projects/academic-writing-history/the-crusades/
Develope Android an iOS Application                            ,/projects/mobile-phone/develope-android-ios-application/
dynamic double-ended queue in c that stores string using the library format                            ,/projects/c-sharp-programming/dynamic-double-ended-queue-that/
System analysis project                            ,/projects/academic-writing/system-analysis-project/
ReDesign a Logo                            ,/contest/redesign-a-logo-770706.html
I would like to hire a Content Writer                            ,/projects/content-writing/would-like-hire-content-writer-11412377/
My corporate brochure credentials presentation                            ,/contest/my-corporate-brochure-credentials-presentation-766368.html
Re-design a website/cloud application                            ,/projects/website-design/design-website-cloud-application/
Kids Songs In Japanese                            ,/projects/video-editing/kids-songs-japanese/
create intro and outro for youtube videos                            ,/contest/create-intro-and-outro-for-youtube-videos-758180.html
Project for boodigawish                            ,/projects/threed-modelling/project-for-boodigawish-11384162/
I would like to hire a WordPress Developer                            ,/projects/wordpress/would-like-hire-wordpress-developer-11383444/
Write an Android Survey application                             ,/projects/mobile-phone/write-android-survey-application/
Write an Android  Iphone  Windows application                             ,/projects/mobile-phone/write-android-iphone-windows-application-11371168/
Multi Threaded vb.net server application to accept TCP/IP connections on a specified port -- 2                            ,/projects/net/multi-threaded-net-server-application-11360264/
Fix an existing website - hkfreetours.com                            ,/projects/graphic-design/fix-existing-website-hkfreetours-com/
Private project or contest #11346965                            ,/login?goto=MTAzODY1MDAxMWMyMzNjNTEzMmIzMWY4ZmQ2ODNlYjhodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy8xMTM0Njk2NS5odG1s
I would like to hire an Architect                            ,/projects/building-architecture/would-like-hire-architect-11337066/
MALE voiceover artist needed for 8675 word project                            ,/projects/voice-talent/male-voiceover-artist-needed-for-11303437/
Mobile development                            ,/projects/html/mobile-development-11284085/
I would like to hire a Lead Generator                            ,/projects/leads/would-like-hire-lead-generator-11282323/
Proposal Writing                            ,/projects/cloud-computing/proposal-writing-fix/
Project for Andralett -- 4                            ,/projects/articles/project-for-andralett-11277317/
UI/UX Design for revamped Cloud Application                            ,/projects/website-design/design-for-revamped-cloud-application/
CEFR Test Questions                            ,/projects/english-uk/cefr-test-questions/
Do SEO for my website                             ,/projects/seo/seo-for-website-11237015/
Need CSS Theme Changes                            ,/projects/css/need-css-theme-changes/
Help with VMWare Workstation                            ,/projects/windows/help-with-vmware-workstation/
Push position #5 google result to second page                            ,/projects/seo/push-position-google-result-second/
MovieNotify App                            ,/projects/mobile-phone/movienotify-app/
Create or edit an 1 min 2D animation explainer video.                            ,/projects/graphic-design/create-edit-min-animation-explainer-11187297/
"Write an eBook about Jesus. The title is ""Jesus of Nazareth: Wanted Not Famous"" Subtitle: Why  . . .                             ",/projects/ghostwriting/write-ebook-about-jesus-the/
Create or edit an 1 min 2D animation explainer video.                            ,/projects/graphic-design/create-edit-min-animation-explainer/
PHP scraper for an animation site                            ,/projects/data-entry/php-scraper-for-animation-site/
Luftkanalrechner                            ,/projects/ionic-framework/luftkanalrechner/
Find me some Leads Service Company                             ,/projects/leads/find-some-leads-service-company/
Logo Design                            ,/contest/logo-design-675117.html
PHP scraper and SEO for animation site                            ,/projects/php/php-scraper-seo-for-animation/
Write an Android application                             ,/projects/mobile-phone/write-android-application-11150436/
two tasks: task one is the creation of report (worth 85% of  the total marks for the assignment) and task two is a critical self-reflective commentary  on task one                            ,/projects/software-architecture/two-tasks-task-one-the/
Repair a Website                             ,/projects/php/repair-website-11125196/
Astronomy Assignment 79 Questions Multiple Choice                            ,/projects/research-mathematics/astronomy-assignment-questions-multiple/
Ruby Expert: Wordpress + GitLab Login Integration                            ,/projects/php-wordpress/ruby-expert-wordpress-gitlab-login/
Fiction Writing europeanpdouglas                            ,/projects/fiction-writing-europeanpdouglas/
Fiction Writing rebeccaholcomb                            ,/projects/fiction-writing-rebeccaholcomb/
Fiction Writing TarebearDesign                            ,/projects/fiction-writing-tarebeardesign/
Fiction Writing                            ,/projects/fiction-writing.5833766/
Multi Auctions Penny Website Script.with auto Install and Licence Code for each user.                            ,/projects/graphic-design-php/multi-auctions-penny-website-script/
Build a Website                            ,/projects/graphic-design-php/build-website.5826969/
Ebay spider and data base                            ,/projects/php-software-architecture/ebay-spider-data-base/
Software for secondhand shop                            ,/projects/software-architecture-excel/software-for-secondhand-shop.5821441/
SEO my Website                            ,/projects/internet-marketing-seo/seo-website.5809710/
A media player. Logging Keeping                            ,/projects/software-development/media-player-logging-keeping/
Software for secondhand shop                            ,/projects/software-architecture-excel/software-for-secondhand-shop/
Portal with video streaming - fast approximate cost                            ,/projects/php-website-design/portal-with-video-streaming-fast/
2 Pages Report + Coding                            ,/projects/php-software-architecture/pages-report-coding.5802516/
2 Pages Report + Coding                            ,/projects/php-software-architecture/pages-report-coding/
this is not a hire                            ,/projects/this-not-hire/
Skype script                            ,/projects/software-architecture-c-programming/skype-script/
Fix hotlinking?                            ,/projects/fix-hotlinking/
Get Traffic to my Website                            ,/projects/internet-marketing-seo/get-traffic-website.5784406/
Community Management and Content Creation for a TV Network                            ,/projects/facebook-marketing-social-networking/community-management-content-creation/
[99D en-NZ -> FI] Translation from English to Finnish [2400 words approx.]                            ,/projects/translation-english-us/translation-from-english-finnish-words/
[99D en-NZ -> nb] Translation from English to Norwegian [2400 words approx.]                            ,/projects/translation-english-us/translation-from-english-norwegian-words/
[99D en-NZ -> PL] Translation from English to Polish [2400 words approx.]                            ,/projects/translation-english-us/translation-from-english-polish-words/
Translate Something                            ,/projects/translation-english-us/translate-something.5774786/
[99D en-NZ -> DA] Translation from English to Danish [2400 words approx.]                            ,/projects/translation-english-us/translation-from-english-danish-words/
Functional Specification Required                            ,/projects/website-design-technical-writing/functional-specification-required/
MT4 Expert Advisor Review & fix                            ,/projects/c-sharp-programming-cplusplus-programming/expert-advisor-review-fix/
For Sale and Services Directory                            ,/projects/django/for-sale-services-directory/
ecommerce web design for service company                            ,/projects/website-design/ecommerce-web-design-for-service/
Create a Short Professional Marketing Video                            ,/projects/website-design-internet-marketing/create-short-professional-marketing/
Yahoo Japan Auction Auto Bid PHP Script - open to bidding                            ,/projects/php-mysql/yahoo-japan-auction-auto-bid.5763478/
The Boy I Used To Know                            ,/projects/ghostwriting-ebooks/the-boy-used-know/
Help me with Internet Marketing                            ,/projects/internet-marketing-classifieds-posting/help-with-internet-marketing/
Can anyone bring me evidence that Freelancer.com has no outsourcers at all?                            ,/projects/copywriting-academic-writing/can-anyone-bring-evidence-that/
Yahoo Japan Auction Auto Bid PHP Script                            ,/projects/yahoo-japan-auction-auto-bid.5756189/
Fix MySQL server problem on LINUX CENTOS web server                            ,/projects/mysql-linux/fix-mysql-server-problem-linux/
Cut Music to shorter version                            ,/projects/editing-audio-services/cut-music-shorter-version/
Assist With Appcelerator Titanium Installation and Project Import                            ,/projects/mobile-phone-iphone/assist-with-appcelerator-titanium/
Buying Establish eBay Account                            ,/projects/sales-anything-goes/buying-establish-ebay-account/
Samsung Galaxy Camera Android app.                            ,/projects/mobile-phone-android/samsung-galaxy-camera-android-app/
Private project or contest #68845                            ,/login?goto=YjVjNjA4NmJkOWRmOTk3ZDg0M2Q3Y2UwZWQ0ZjlhNjBodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9jb250ZXN0Ly02ODg0NS5odG1s
Need backlinks from selected domains (SEO)                            ,/projects/internet-marketing-seo/need-backlinks-from-selected-domains/
I have a text in English I need correct it (grammar mainly)                            ,/projects/have-text-english-need-correct/
Sell something for me.                            ,/projects/sales/sell-something-for.5734527/
Build a Website                            ,/projects/graphic-design-php/build-website.5731464/
An illustrator to fix a commission                            ,/projects/illustrator/illustrator-fix-commission/
Need Malware Removed on Some Sites                            ,/projects/wordpress-blog/need-malware-removed-some-sites/
Domain name needed                            ,/projects/marketing-creative-writing/domain-name-needed.5724736/
Yahoo Japan Auction Auto Bid PHP  Using Yahoo Japan's API                            ,/projects/php-javascript/yahoo-japan-auction-auto-bid.5724653/
Help me with Marketing                            ,/projects/marketing-word/help-with-marketing/
Write an Android application                            ,/projects/mobile-phone-android/write-android-application.5720790/
Private project or contest #5717136                            ,/login?goto=ZTg3ODEyMTA3ZWNlMzg4OTFkNGE5MDBiNWQ1YmUxNDhodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy81NzE3MTM2Lmh0bWw
Expiry restriction removal on an exe application done in C# AND MQ4                            ,/projects/c-sharp-programming-metatrader/expiry-restriction-removal-exe/
Desarrollar software                            ,/projects/php-software-architecture/desarrollar-software.5713381/
Transfer website data from one cPanel host to another                            ,/projects/graphic-design-php/transfer-website-data-from-one/
Student Capitalization Model                            ,/projects/student-capitalization-model/
Additional pages added to FinanceforTeachers.com - open to bidding                            ,/projects/website-design-css/additional-pages-added/
Domain name needed                            ,/projects/marketing-creative-writing/domain-name-needed/
WorldXServers                            ,/projects/website-design-html.1/worldxservers/
Fill in a Spreadsheet with Data                            ,/projects/data-entry-excel/fill-spreadsheet-with-data.5698064/
Additional pages added to FinanceforTeachers.com                            ,/projects/additional-pages-added/
Change links to permalink                            ,/projects/php-html.1/change-links-permalink/
Write some Software                            ,/projects/php-html.1/write-some-software.5695372/
Fix customer registration and checkout on PHP website                            ,/projects/php-mysql/fix-customer-registration-checkout-php/
Academic writing- Fluid Mechanics-Turbulent Jet analysis 2                            ,/projects/academic-writing-technical-writing/academic-writing-fluid-mechanics/
Simple Countdown Timer with Twilio Message Panel                            ,/projects/graphic-design-php/simple-countdown-timer-with-twilio/
Crear una página web                            ,/projects/graphic-design-php/crear-una-gina-web.5574099/
web development                            ,/projects/web-development.5570641/
small problem solving checkout in magento                            ,/projects/magento/small-problem-solving-checkout-magento/
WordPress & Website Design                            ,/projects/graphic-design-website-design/wordpress-website-design.5562310/
Trend indicator Expert Advisor linked with Support and Resistance Breakout                            ,/projects/financial-markets-metatrader/trend-indicator-expert-advisor-linked/
Build a Website Helping Children get FREE Prescription Glasses                            ,/projects/php-graphic-design/build-website-helping-children-get/
An easy wordpress webinar and prerecorded event plugin                            ,/projects/software-development/easy-wordpress-webinar-prerecorded-event/
Titanium Appcelerator App                            ,/projects/titanium-appcelerator-app/
chicblogg.com                            ,/projects/website-design-html.1/chicblogg-com/
WebRTC User Interface (HTML5/Javascript/WebRTC)                            ,/projects/php-graphic-design/webrtc-user-interface-html-javascript/
Character illustration and comic illustration                            ,/projects/illustration-caricature-cartoons/character-illustration-comic/
Rewrite Joomla Google Maps component & add Features                            ,/projects/php-software-architecture/rewrite-joomla-google-maps-component/
Blueprints for floating city                            ,/projects/data-processing/blueprints-for-floating-city/
Scrambled Paragraphs                            ,/projects/copywriting-ghostwriting/scrambled-paragraphs/
URGENT!! Bidding mobile application                            ,/projects/php-mobile-phone/urgent-bidding-mobile-application/
Private project or contest #5516625                            ,/login?goto=OGM4OWM4YmU1NmZhZTU3ZDg1Njg0ZTNmOTY5YjM4Y2VodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy81NTE2NjI1Lmh0bWw
Company Logo                            ,/projects/company-logo.5515612/
T.38 passthrough FAX Troubleshooting in ASTERISK 1.8                            ,/projects/software-architecture-software-testing/passthrough-fax-troubleshooting-asterisk/
Online TV application for Android and iOS                            ,/projects/mobile-phone-iphone/online-application-for-android-ios.5514020/
Design a Logo for a new company                            ,/contest/design-a-logo-for-a-new-company-64149.html
Lookicompany                            ,/projects/graphic-design-user-interface-ia/lookicompany/
Get Traffic to my Website                            ,/projects/internet-marketing-seo/get-traffic-website.5496032/
Build a Website                            ,/projects/php-graphic-design/build-website.5495170/
Market Research Project in Lebanon                            ,/projects/market-research/market-research-project-lebanon/
Games new idea. - open to bidding                            ,/projects/advertising/games-new-idea-open-bidding/
PHP code to get variables from aweber autoresponder                            ,/projects/php-software-architecture/php-code-get-variables-from/
Games new idea.                            ,/projects/games-new-idea/
Sell my items on Ebay. I will ship them.                            ,/projects/internet-marketing-sales/sell-items-ebay-will-ship/
cartier replica wtches                            ,/projects/shopping-carts/cartier-replica-wtches/
Ongoing Misc Web Development                            ,/projects/php-graphic-design/ongoing-misc-web-development/
Mac Audio device driver - Yamaha mLAN                            ,/projects/software-development/mac-audio-device-driver-yamaha/
Write a TCP socket server and control it via Webpage/Javascript                            ,/projects/html-software-architecture/write-tcp-socket-server-control/
Find an Accountant - repost 9                            ,/projects/accounting/find-accountant-repost.5468066/
Project for Veidekonge -- 2                            ,/projects/graphic-design/project-for-veidekonge-10888705/
Testing AFP and SMB on MAC (or FreeBSD) and Packet Tracing                            ,/projects/linux/testing-afp-smb-mac-freebsd/
Design some Business Cards                             ,/projects/graphic-design/design-some-business-cards-10838010/
windows mobile messenger                            ,/projects/visual-basic/windows-mobile-messenger/
Alter some Images                             ,/projects/photoshop/alter-some-images-10832911/
Write a fiction book of 80K words or more                            ,/projects/ghostwriting/write-fiction-book-words-more/
Create Print and Packaging Designs                            ,/projects/graphic-design/create-print-packaging-designs-10819679/
Project for LadyD2016                            ,/projects/proofreading/project-for-ladyd/
Academic Writing: Strategic Marketing : Only with proven academic experience should apply                            ,/projects/academic-writing/academic-writing-strategic-marketing-10806551/
a true crime book written about my story                            ,/projects/ghostwriting/true-crime-book-written-about/
Email Scraping  A BIG NO TO READYMADE LIST.                             ,/projects/web-scraping/email-scraping-big-readymade-list/
build phone application for ios / android  with a simple website                            ,/projects/website-design/build-phone-application-for-ios/
Build an Online Store                             ,/projects/php/build-online-store-10779712/
Build a Website                             ,/projects/graphic-design/build-website-10777825/
Seeking E-Commerce Developer for Shopify Store                            ,/projects/shopify-site/seeking-commerce-developer-for-shopify/
Create a Google Chrome Web Plugin/App for our website.                            ,/projects/plugin/create-google-chrome-web-plugin-10773324/
Need Spanish data entry person                            ,/projects/data-entry/need-spanish-data-entry-person/
Build a Website for sports predictions not a bookmaker or real gambling -- 2                            ,/projects/graphic-design/build-website-for-sports-predictions-10770938/
Project for Razaqhamdani -- 5                            ,/projects/logo-design/project-for-razaqhamdani-10769639/
Proofread Something                              ,/projects/english-us/proofread-something-10767306/
Skadate Config - repost                            ,/projects/smarty-php/skadate-config-repost/
 A Dish Network outbound script complete with rebuttal & closing script - open to bidding                            ,/projects/data-entry-leads/dish-network-outbound-script-complete/
Touch up photo (noise sharpness)                            ,/projects/photo-editing/touch-photo-noise-sharpness/
 A Dish Network outbound script complete with rebuttal & closing script                            ,/projects/dish-network-outbound-script-complete/
WCS Swipe Report App - iPhone                            ,/projects/mysql-mobile-phone/wcs-swipe-report-app-iphone/
Swipe In iphone App                            ,/projects/mobile-phone-iphone/swipe-iphone-app/
USA & Europe based Facebook page likes                            ,/projects/internet-marketing-seo/usa-europe-based-facebook-page/
AUCTION 2014                            ,/projects/php-mysql/auction/
Flash ANE to Make phone calls in iOS and Android - repost                            ,/projects/javascript-flash/flash-ane-make-phone-calls.5316584/
Flash ANE to Make phone calls in iOS and Android                            ,/projects/javascript-flash/flash-ane-make-phone-calls/
iPhone and Android VPN client - - repost                            ,/projects/mobile-phone-android/iphone-android-vpn-client-repost.5316054/
I recently hired a freelancer to connect my PHP list (custom user and subscription management application) to PayPal in a way that if there is any new subscription payment the member (subscription) is added to the database of my PHP list application but                            ,/projects/php-html.1/recently-hired-freelancer-connect-php/
"'' impact of normative influences on impulsive buying behavior of customers""                            ",/projects/articles-academic-writing/impact-normative-influences-impulsive/
interview report                            ,/projects/academic-writing-report-writing/interview-report/
Voice algorithm                            ,/projects/anything-goes/voice-algorithm/
Change ip address of SMTP server for postfix                            ,/projects/linux-plesk/change-address-smtp-server-for/
Job for Igor Belykh                            ,/projects/php-graphic-design/job-for-igor-belykh/
website design/maintenance                            ,/projects/php-graphic-design/website-design-maintenance.5292422/
Need someone to write 2-3 pages letter  URGENT! - Repost                            ,/projects/need-someone-write-pages-letter/
Hotel Management System - repost                            ,/projects/software-architecture-java/hotel-management-system-repost/
Closed listings not to show in discount page                            ,/projects/php-html.1/closed-listings-not-show-discount/
Design a T-Shirt for FSU BCS Champs                            ,/contest/design-a-tshirt-for-fsu-bcs-champs-53274.html
Please refer to the ACCOMPANYING INFORMATION (extracts from the BP p.l.c. Annual Report for year ended 31 December 2012).                            ,/projects/please-refer-the-accompanying/
management project                            ,/projects/business-analysis-business-plans/management-project/
private for proggrammer505                            ,/projects/arabic/private-for-proggrammer/
Photoshop pic for kids' music entertainer                            ,/projects/photoshop-pic-for-kids-music/
Fitness Kickboxing Facility Needs Flier for New Year Special!                            ,/projects/graphic-design-marketing/fitness-kickboxing-facility-needs-flier/
Simple facebook quiz app                            ,/projects/internet-marketing-software-architecture/simple-facebook-quiz-app/
Additional Board to Pachinko Android Application for Ploosesl                            ,/projects/mobile-phone-android/additional-board-pachinko-android/
Looking for purchasing your account                            ,/projects/looking-for-purchasing-your-account/
Complete Code                            ,/projects/php-html.1/complete-code/
Encrypt log-in packets to Game Client to prevent bots                            ,/projects/mysql-software-architecture/encrypt-log-packets-game-client/
HD Wallpapers Scraping and Upload to WP - repost                            ,/projects/wordpress-web-scraping/wallpapers-scraping-upload-repost/
Private project or contest #51762                            ,/login?goto=OTA2OTQxOWQ0MWFiNTM2Y2U1NDFhZTA0NmFiOWY5MjNodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9jb250ZXN0Ly01MTc2Mi5odG1s
Migration from P89c669 to another platform                            ,/projects/electronics-microcontroller/migration-from-another-platform/
PancakeApp Customization: Better Time Input & Payment System                            ,/projects/php-software-architecture/pancakeapp-customization-better-time/
Column Contents Export and Question Numbering                            ,/projects/excel-visual-basic/column-contents-export-question/
Project for Cheapandruns                            ,/projects/project-for-cheapandruns/
HTML Email for New Years Email Campaign                            ,/projects/html.1-marketing/html-email-for-new-years/
Video and Picture app                            ,/projects/mobile-phone-iphone/video-picture-app/
Banner project - FlexiDrive.se - open to bidding                            ,/projects/banner-design-flash/banner-project-flexidrive-open-bidding/
Video Separation - Repost - open to bidding                            ,/projects/video-services/video-separation-repost-open-bidding/
Video Separation - Repost                            ,/projects/video-separation-repost/
Web Design Final Project - repost                            ,/projects/website-design-html/web-design-final-project-repost/
Banner project - FlexiDrive.se                            ,/projects/banner-project-flexidrive/
Video Separation                            ,/projects/video-services/video-separation/
Work shift trade notification and calendar application. Android & IOS                            ,/projects/mobile-phone-iphone/work-shift-trade-notification-calendar/
Windows O.S. [Business Names + emails] extractor (from specific html saved pages into a folder) Like a yellow pages extractor but working on offline html pages - repost                            ,/projects/php-software-architecture/windows-business-names-emails-extractor/
Private project or contest #5218565                            ,/login?goto=ZTlhOWUyMWJkY2Y3NmUyN2VjN2MxNDg0YWQxMzc5MzJodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy81MjE4NTY1Lmh0bWw
Web Design Final Project                            ,/projects/web-design-final-project/
Stationary Design (Business Cards Letter Head Email Signature Envelop Design power point template)                            ,/contest/stationary-design-business-cards-letter-head-email-signature-envelop-design-power-point-template-425814.html
Sell something for me                             ,/projects/sales/sell-something-for-10557788/
a graphic desginer to prepare an illsutration of the relative sizes of a car v. a large truck                            ,/projects/graphic-design/graphic-desginer-prepare-illsutration-10552334/
a graphic desginer to prepare an illsutration of the relative sizes of a car v. a large truck                            ,/projects/graphic-design/graphic-desginer-prepare-illsutration/
(EASY) $3/100 words - Native English Writer - Video Script                            ,/projects/articles/easy-words-native-english-writer/
Write an Android application                             ,/projects/mobile-phone/write-android-application-10548681/
Market research CATI Study - France Quantitative Research                            ,/projects/research/market-research-cati-study-france/
Project for lakeshark                            ,/projects/articles/project-for-lakeshark-10538858/
Build a website for literature and coursework writing                            ,/projects/website-design/build-website-for-literature-coursework/
Analyze some Data  from graphs and charts                            ,/projects/excel/analyze-some-data-from-graphs/
Make a Nice Interface for Facebook Campaigns Output Api Code                            ,/projects/php/make-nice-interface-for-facebook/
(EASY) $2/100 words - Video Script Project - 10X150words                            ,/projects/articles/easy-words-video-script-project-10528839/
(EASY) $2/100 words - Video Script Project                            ,/projects/articles/easy-words-video-script-project/
Beta Reading - Women 60+                            ,/projects/report-writing/beta-reading-women/
subscription based restaraunt staff training site                            ,/projects/graphic-design/subscription-based-restaraunt-staff/
CATI Study GPs and Cardiologists - UK Quantitative Research                            ,/projects/market-research/cati-study-gps-cardiologists/
Write some Software                             ,/projects/software-architecture/write-some-software-10506088/
PHD Research Proposal                            ,/projects/research/phd-research-proposal-10501401/
Create a Video on Ending the Drug War (SHORT BUT URGENT)                            ,/projects/video-services/create-video-ending-the-drug/
make a story-telling html design with my pictures and my text                            ,/projects/graphic-design/make-story-telling-html-design/
Simple Android Application - Pinball / Pachinko game                            ,/projects/graphic-design-mobile-phone/simple-android-application-pinball/
iPhone and Android VPN client max budget 250$                            ,/projects/php-software-architecture/iphone-android-vpn-client-max/
iPhone and Android VPN client - repost 2                            ,/projects/mobile-phone-android/iphone-android-vpn-client-repost/
20 Particle Projectile Attacks for Cocos2D                            ,/projects/mobile-phone-iphone/particle-projectile-attacks-for-cocos/
Fix issues with Bootstrap template/website and apply our design/Joomla template with css file.                            ,/projects/php-html.1/fix-issues-with-bootstrap-template/
Private project or contest #5087951                            ,/login?goto=NmQ0ZmZlZGMyZTM4NDdkYzEwMGQ3MzY3MjBlNjc5YTBodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy81MDg3OTUxLmh0bWw
text translating                            ,/projects/translation/text-translating/
Used Car Auction Site - repost                            ,/projects/php-website-design/used-car-auction-site-repost/
Undetectable Spy software for nokia symbian - Repost                            ,/projects/undetectable-spy-software-for-nokia/
4 x images needed for a Facebook sweepstakes competition                            ,/projects/graphic-design-facebook/images-needed-for-facebook-sweepstakes/
Store and retrieve case judgements                            ,/projects/php-graphic-design/store-retrieve-case-judgements/
Android OpenVPN Client                            ,/projects/android-java/android-openvpn-client/
Facebook sweepstakes competition                            ,/projects/graphic-design-facebook/facebook-sweepstakes-competition/
Upload Video on Our Home Page                            ,/projects/php-graphic-design/upload-video-our-home-page/
Mobile Usage Data Collector - Android App                            ,/projects/mobile-phone-android/mobile-usage-data-collector-android/
iPhone and Android VPN client - repost                            ,/projects/mobile-phone-iphone/iphone-android-vpn-client-repost/
Hammer CrossFit t-shirt artwork design                            ,/projects/graphic-design-photoshop/hammer-crossfit-shirt-artwork-design/
Jura consultants                             ,/projects/jura-consultants/
Accounting work for small Hong Kong company - repost                            ,/projects/data-entry-copy-typing/accounting-work-for-small-hong/
Need Closed Auctions to be removed as shouldcheck live update time                            ,/projects/php-website-design/need-closed-auctions-removed-should/
Used Car Auction Site                            ,/projects/php-website-design/used-car-auction-site/
Accounting work for small Hong Kong company - repost                            ,/projects/data-entry-data-processing/accounting-work-for-small-hong/
Accounting work for small Hong Kong company                            ,/projects/accounting/accounting-work-for-small-hong/
Ongoing SEO for 40 Websites - repost                            ,/projects/seo-link-building/ongoing-seo-for-websites-repost/
Ongoing SEO for 40 Websites                            ,/projects/seo-link-building/ongoing-seo-for-websites/
Outdoor sportsman hunting picture contest website like facebook wall                            ,/projects/graphic-design-website-design/outdoor-sportsman-hunting-picture/
Hunting picture website with pinterest style and iphone app                            ,/projects/php-graphic-design/hunting-picture-website-with-pinterest/
Exceptional Creative and Unique Writers/Website Management                            ,/projects/seo-articles/exceptional-creative-unique-writers/
For Diegocr Only - Modifications to Existing Plugin 2                            ,/projects/php-mysql/for-diegocr-only-modifications-existing.5038252/
Modifications to Existing Plugin                            ,/projects/modifications-existing-plugin/
Mobile bidding website using HTML PHP and MySQL                            ,/projects/php-html.1/mobile-bidding-website-using-html/
Legitimate SEO - no fake back links etc.                            ,/projects/internet-marketing-seo/legitimate-seo-fake-back-links/
Mobile Usage Data Collector - PhoneGap App                            ,/projects/mobile-phone-iphone/mobile-usage-data-collector-phonegap/
Mobile Usage Data Collector - Mobile App                            ,/projects/mobile-phone-android/mobile-usage-data-collector-mobile/
Joomla 1.5 website performance review - AND Joomla 2.5 website template reverse engineer onto clean install                            ,/projects/joomla-website-performance-review-and/
Job Questions Research                            ,/projects/data-entry-data-processing/job-questions-research/
Data Entry & Research Specialist-Repost - repost 4                            ,/projects/data-entry-excel/data-entry-research-specialist-repost.5016723/
Data Entry & Research Specialist-Repost - repost 3                            ,/projects/data-entry-excel/data-entry-research-specialist-repost.5009122/
Complete existing Phonegap app - repost                            ,/projects/javascript-html/complete-existing-phonegap-app-repost/
Data Entry & Research Specialist-Repost - repost 2                            ,/projects/data-entry-excel/data-entry-research-specialist-repost/
Security of computer - repost 2                            ,/projects/computer-security/security-computer-repost.5003487/
Adult Site Advertising and Marketing - Repost                            ,/projects/internet-marketing-link-building/adult-site-advertising-marketing-repost/
build a PHP + mySQL website                            ,/projects/php-website-design/build-php-mysql-website.4997921/
Data Entry & Research Specialist-Repost - repost                            ,/projects/data-entry-data-processing/data-entry-research-specialist-repost.4997422/
Data Entry & Research Specialist-Repost2                            ,/projects/data-entry-data-processing/data-entry-research-specialist-repost.4997279/
Data Entry & Research Specialist-Repost                            ,/projects/data-entry-data-processing/data-entry-research-specialist-repost/
Data Entry & Research Specialist                            ,/projects/data-entry-data-processing/data-entry-research-specialist/
