P_index,P_url,P_heading,P_ID,P_Status,P_Awarded,P_Budget,P_Repeat,P_Skill,P_Skills_Number,P_Rating,P_Reviews,P_location,P_country,P_income_group,P_selected_rank_tatol,P_fcers_selected,P_selected_rank_average,P_fcers_applying_total,P_selection_accuracy,F_Country_Match
3212,https://www.freelancer.com/projects/project-management-engineering/web-form-possibly-acrobat-repost/,Web form possibly in acrobat(repost) (1442493), #3533862,Completed,1,$20-25 USD,5,"Engineering,Project Management,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing",7,5,18,United Kingdom,United Kingdom,High income,1,1,1,4,1,0
3215,https://www.freelancer.com/projects/php-javascript/creating-kick-penny-auction-site/,Creating a kick a** penny auction site!, #722178,In Progress,1,$750-1500 USD,3,"CakePHP,eCommerce,Javascript,MySQL,PHP",5,5,1,"Union, United States",United States,High income,2,1,2,18,0.944444444,0
3226,https://www.freelancer.com/projects/net-c-sharp-programming/electrophoresis-reader-horok/,electrophoresis reader horok, #712738,Completed,1,$250-750 USD,5,".NET,C# Programming",2,4.8,82,"karachi, Pakistan",Pakistan,Lower middle income,1,1,1,1,1,0
3230,https://www.freelancer.com/projects/php-flash/psd-joomla-flash-convertion-chocolate.3497783/,PSD to Joomla / Flash convertion -  Chocolate(repost), #3497783,Completed,1,$500-5000 USD,5,PHP,1,5,16,"Sao Paulo, Brazil",Brazil,Upper middle income,1,1,1,1,1,0
3232,https://www.freelancer.com/projects/copywriting-research/fresher-writer-required-can-start/,Fresher Writer Required -Can Start Immediately (NATIVE ONLY), #705263,In Progress,3,$30-250 USD,5,"Article Writing,Copywriting,Ghostwriting,Research",4,4.9,8,"Dhaka, Bangladesh",Bangladesh,Lower middle income,11,3,3.666666667,7,0.619047619,0
3233,https://www.freelancer.com/projects/graphic-design-logo-design/rob-sevin-logo-update/,Rob Sevin Logo Update, #704355,Completed,1,$30-250 USD,1,"Business Cards,Graphic Design,Illustration,Logo Design,Photoshop",5,5,2,"Frederick, United States",United States,High income,8,1,8,14,0.5,1
3237,https://www.freelancer.com/projects/copywriting/copywriting-service/,copywriting service, #3458299,Completed,1,$100-400 USD,5,Copywriting,1,5,9,United Kingdom,United Kingdom,High income,1,1,1,19,1,0
3240,https://www.freelancer.com/projects/php-css/php-quot-press-review-quot/,PHP &quot;press review&quot; page with no DB, #696863,In Progress,1,$30-250 USD,5,"CSS,PHP",2,5,1,"Monopoli, Italy",Italy,High income,3,1,3,5,0.6,0
3246,https://www.freelancer.com/projects/translation-research/translation-mania-collect-tlators/,Translation Mania ( V Collect Tlators), #690447,In Progress,3,$30-250 USD,5,"Article Writing,eBooks,Proofreading,Research,Translation",5,4.6,47,"Meudon, France",France,High income,57,3,19,23,0.217391304,0
3248,https://www.freelancer.com/projects/php-web-scraping/extract-details-from-all-products/,Extract details from all products in ecommerce shop., #690013,Completed,1,$30-250 USD,5,"PHP,Web Scraping",2,5,11,"Santiago, Chile",Chile,High income,5,1,5,13,0.692307692,0
3249,https://www.freelancer.com/projects/visual-arts/simple-flash-movie-recording/,Simple flash movie recording, #3436686,Completed,1,$30-50 USD,5,Visual Arts,1,5,13,Norway,Norway,High income,1,1,1,4,1,0
3251,https://www.freelancer.com/projects/php-javascript/modification-already-made-php-website/,Modification to a already made PHP website, #689187,Completed,1,$30-250 USD,1,"AJAX,Apache,Javascript,MySQL,PHP",5,3,2,"Chislehurst, United Kingdom",United Kingdom,High income,1,1,1,5,1,0
3252,https://www.freelancer.com/projects/php-project-management/magento-design-minor-work/,"Magento, design, and minor work", #3432694,Completed,1,$500-650 USD,5,"Amazon Web Services,Engineering,MySQL,PHP,Project Management,Software Architecture,Software Testing,Visual Arts,Web Hosting,Website Management,Website Testing",11,5,65,"Navasota, United States",United States,High income,3,1,3,6,0.666666667,0
3253,https://www.freelancer.com/projects/flash-website-design/project-for-websitefast/,Project for WEBSITEFAST, #685073,In Progress,1,$250-750 USD,1,"Adobe Flash,Website Design",2,0,0,"Hon, United States",United States,High income,1,1,1,6,1,1
3256,https://www.freelancer.com/projects/visual-basic-net/developer-questions-amp-developer/,25 Developer Questions &amp; 25 Developer Articles, #682567,Completed,2,$250-750 USD,5,".NET,Article Writing,C# Programming,Technical Writing,Visual Basic",5,5,3,"London, United Kingdom",United Kingdom,High income,3,2,1.5,8,0.9375,0
3262,https://www.freelancer.com/projects/php-link-building/private-adverts/,410853 Private Adverts, #2156714,Completed,1,(blank),5,"Advertising,Anything Goes,Link Building,Marketing,PHP",5,5,66,"London, United Kingdom",United Kingdom,High income,1,1,1,1,1,0
3267,https://www.freelancer.com/projects/website-design-joomla/website-with-joomla-drupel-cms/,Website with Joomla/Drupel CMS - 1 week, #670215,Completed,1,$250-750 USD,5,"CMS,Drupal,Joomla,Website Design,WordPress",5,5,32,"Charlestown, United States",United States,High income,5,1,5,20,0.8,0
3268,https://www.freelancer.com/projects/graphic-design-illustrator/icons-for-sports-site-vector/,Icons for sports site (10-13 vector icons), #669241,Completed,1,$30-250 USD,5,"Graphic Design,Illustration,Illustrator",3,5,46,"Copenhagen, Denmark",Denmark,High income,2,1,2,16,0.9375,0
3270,https://www.freelancer.com/projects/anything-goes/penny-auction-website.2154412/,408551 Penny Auction Website, #2154412,Completed,1,(blank),5,Anything Goes,1,4.8,6,"Okemos, United States",United States,High income,1,1,1,1,1,0
3275,https://www.freelancer.com/projects/php-software-architecture/simple-field-php-script/,Simple ''2 Field'' PHP Script, #3351527,Completed,1,$30-100 USD,5,"PHP,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing",6,5,246,"Ventura, United States",United States,High income,7,1,7,13,0.538461538,0
3277,https://www.freelancer.com/projects/metatrader/quick-expert-advisor-alteration/,quick expert advisor alteration, #660530,Completed,1,$30-250 USD,5,Metatrader,1,4.5,5,"trenton, United States",United States,High income,2,1,2,4,0.75,0
3279,https://www.freelancer.com/projects/copywriting-research/fresher-writer-required-new-writers/,Fresher Writer Required (New writers are welcome), #658973,In Progress,1,$30-250 USD,5,"Article Writing,Copywriting,Ghostwriting,Research",4,4.9,8,"Dhaka, Bangladesh",Bangladesh,Lower middle income,7,1,7,14,0.571428571,0
3284,https://www.freelancer.com/projects/php-anything-goes/electrophoresis-reader.2151330/,405470 electrophoresis reader 2, #2151330,Completed,1,(blank),2,"Anything Goes,PHP",2,5,1,"Rome,",Italy,High income,1,1,1,1,1,0
3293,https://www.freelancer.com/projects/academic-writing/community-development-essay/,Community Development Essay $45, #651762,Completed,1,$30-250 USD,5,Research Writing,1,5,4,"Central, Bahamas",Bahamas,High income,3,1,3,9,0.777777778,0
3294,https://www.freelancer.com/projects/php-javascript/private-project-for-silv/,403667 Private project for silv3rm00n, #2149527,Completed,1,(blank),5,"Anything Goes,Javascript,PHP",3,4.9,15,"ADELAIDE, Australia",Australia,High income,1,1,1,1,1,0
3295,https://www.freelancer.com/projects/copywriting-research/words-articles-needed/,30 X 500 words articles needed, #645244,In Progress,1,$30-250 USD,5,"Article Writing,Copywriting,Ghostwriting,Research",4,4.9,8,"Dhaka, Bangladesh",Bangladesh,Lower middle income,6,1,6,6,0.166666667,0
3297,https://www.freelancer.com/projects/php-mysql/firewall-enhancements/,Firewall Enhancements, #642651,Completed,1,min $3000 USD,5,"MySQL,PHP",2,5,20,"Lumpini, Pathumwan,, Thailand",Thailand,Upper middle income,2,1,2,5,0.8,0
3299,https://www.freelancer.com/projects/copywriting-research/articles-needed.641851/,20 Articles Needed, #641851,Completed,3,$30-250 USD,5,"Article Writing,Copywriting,Ghostwriting,Research",4,4.9,8,"Dhaka, Bangladesh",Bangladesh,Lower middle income,25,3,8.333333333,13,0.435897436,0
3301,https://www.freelancer.com/projects/academic-writing/community-development-essay-max/,Community Development - Essay  -  $80 max, #639954,In Progress,1,$30-250 USD,5,Research Writing,1,5,4,"Central, Bahamas",Bahamas,High income,1,1,1,3,1,0
3307,https://www.freelancer.com/projects/photoshop-building-amp-architecture/architectural-rendering-mockup-photoshop/,Architectural rendering / mockup in Photoshop, #629085,Completed,1,$30-250 USD,5,"AutoCAD,Building Architecture,Concept Design,Photoshop,Solidworks",5,5,15,"Ossining, United States",United States,High income,3,1,3,10,0.8,1
3313,https://www.freelancer.com/projects/php-windows/ocr-based-bot.3220299/,OCR Based bot, #3220299,Completed,1,$100-250 USD,5,"Engineering,Microsoft,MySQL,PHP,Project Management,Software Architecture,Software Testing,Windows Desktop",8,5,3,Netherlands,Netherlands,High income,1,1,1,1,1,0
3314,https://www.freelancer.com/projects/translation/switzerland-norway/,FS-19512 - Switzerland / Norway, #623546,In Progress,1,$250-750 USD,0,Translation,1,0,0,"Munich, Germany",Germany,High income,2,1,2,2,0.5,0
3318,https://www.freelancer.com/projects/copywriting-seo/content-writing-for-fashion-modeling/,Content Writing For Fashion Modeling Articles, #621425,Completed,1,$30-250 USD,1,"Article Rewriting,Article Writing,Copywriting,SEO",4,0,0,"Lawndale, United States",United States,High income,1,1,1,18,1,0
3321,https://www.freelancer.com/projects/php-oscommerce/adding-products-store/,393268 Adding Products to Store, #2139119,Completed,1,(blank),5,"Anything Goes,OSCommerce,PHP",3,5,25,"Hialeah, United States",United States,High income,1,1,1,1,1,0
3325,https://www.freelancer.com/projects/perl/perl-bounce-processor/,Perl bounce processor, #610749,Completed,1,$30-100 USD,2,Perl,1,5,2,"Los Angeles, United States",United States,High income,2,1,2,5,0.8,0
3327,https://www.freelancer.com/projects/php-javascript/remove-replay-triangle-from-embeded/,remove replay triangle from embeded Youtube video replace with static image, #3174090,Completed,1,$30-5000 USD,5,"ActionScript,Engineering,Javascript,MySQL,PHP,Project Management,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing",11,5,40,United States,United States,High income,2,1,2,4,0.75,1
3328,https://www.freelancer.com/projects/php-windows/amazon-automation/,Amazon EC2 Automation, #3174084,Completed,1,$495-500 USD,1,"Amazon Web Services,C# Programming,Engineering,Microsoft,MySQL,PHP,Software Architecture,Software Testing,Windows Desktop",9,5,2,Austria,Austria,High income,1,1,1,2,1,0
3339,https://www.freelancer.com/projects/php-visual-basic/debugging-small-directx-program-net/,Debugging Small DirectX program in VB.NET, #3142629,Completed,1,$100-500 USD,2,".NET,Engineering,Microsoft,MySQL,PHP,Software Architecture,Software Testing,Visual Basic,Windows Desktop",9,5,4,Australia,Australia,High income,1,1,1,3,1,0
3341,https://www.freelancer.com/projects/php-project-management/calendar-enhancement-php/,Calendar enhancement (PHP), #3137749,Completed,1,$30-100 USD,5,"Engineering,MySQL,PHP,Project Management,Software Architecture,Software Testing",6,5,170,"Solna, Sweden",Sweden,High income,3,1,3,3,0.333333333,0
3343,https://www.freelancer.com/projects/articles/write-casino-site-press-release.600843/,Write a casino site press release + 2  articles, #600843,Completed,1,$30-250 USD,5,Article Writing,1,5,12,"Huskvarna, Sweden",Sweden,High income,1,1,1,3,1,0
3349,https://www.freelancer.com/projects/magento/magento-dropship-module-customizations/,Magento - Dropship Module customizations, #597935,Completed,1,$250-750 USD,5,Magento,1,5,3,"Boca Raton, United States",United States,High income,7,1,7,13,0.538461538,1
3351,https://www.freelancer.com/projects/seo/valid-seo-backlinks-good-results/,20 Valid SEO Backlinks PR3 - PR5. Good results = more work!, #596573,Completed,1,$30-250 USD,2,SEO,1,5,3,"Arcadia, United States",United States,High income,1,1,1,5,1,0
3354,https://www.freelancer.com/projects/php-javascript/event-booking-system/,Event booking System, #593164,Completed,1,$250-750 USD,5,"Graphic Design,Javascript,Photoshop Design,PHP",4,5,8,"London, United Kingdom",United Kingdom,High income,9,1,9,18,0.555555556,0
3358,https://www.freelancer.com/projects/php-java/quick-javacode-modifcation/,Quick Javacode modifcation, #3096695,Completed,1,$30-40 USD,5,"Engineering,Java,Javascript,MySQL,PHP,Project Management,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing",11,5,59,"Davenport, United States",United States,High income,13,1,13,15,0.2,0
3362,https://www.freelancer.com/projects/php-windows/create-microsoft-access-database-amp/,Create Microsoft Access Database &amp; Import Excel Data Into It, #3089304,Completed,1,$30-100 USD,5,"Engineering,Microsoft,Microsoft Access,MySQL,PHP,Project Management,Software Architecture,Software Testing,Windows Desktop",9,5,59,"Blaine, United States",United States,High income,8,1,8,19,0.631578947,0
3363,https://www.freelancer.com/projects/php-javascript/shopping-cart-customization.3084912/,Shopping Cart Customization, #3084912,Completed,1,$30-100 USD,5,"Engineering,Javascript,MySQL,PHP,Project Management,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing,XML",11,4.9,7,"berlin, Germany",Germany,High income,2,1,2,4,0.75,0
3369,https://www.freelancer.com/projects/flash/mobile-game-using-flash-for/,mobile game using CS4 flash for oscargrp, #583895,Completed,1,$30-250 USD,5,Adobe Flash,1,4.7,4,"Singapore, Singapore",Singapore,High income,1,1,1,1,1,0
3375,https://www.freelancer.com/projects/data-entry/type-book-english-arabic-into/,Type book (English and Arabic) into excel table or database, #581436,In Progress,1,$30-250 USD,5,Data Entry,1,4,19,"Milford, United States",United States,High income,14,1,14,18,0.277777778,1
3376,https://www.freelancer.com/projects/php-ecommerce/auction-website-add-ons/,378645 Auction Website add-ons, #2124491,In Progress,1,(blank),5,"Anything Goes,eCommerce,MySQL,PHP",4,5,1,"Bateau, Australia",Australia,High income,1,1,1,1,1,0
3383,https://www.freelancer.com/projects/php-javascript/subscription-contact-options/,376418 Subscription & Contact Options, #2122264,Completed,1,(blank),5,"Anything Goes,Javascript,Link Building,PHP",4,5,66,"London, United Kingdom",United Kingdom,High income,1,1,1,1,1,0
3394,https://www.freelancer.com/projects/flash-graphic-design/simple-text-animation-swf.2115971/,370129 simple text-animation swf 2, #2115971,Completed,1,(blank),5,"Adobe Flash,Anything Goes,Graphic Design",3,5,15,"Mullheim, Germany",Germany,High income,1,1,1,1,1,0
3395,https://www.freelancer.com/projects/php-script-install/penny-auction-timer-issues/,369931 Penny auction timer issues, #2115773,In Progress,1,(blank),5,"Anything Goes,MySQL,PHP,Script Install",4,5,6,"Ashburn, United States",United States,High income,1,1,1,1,1,0
3398,https://www.freelancer.com/projects/translation/polish-translation-from-english/,Polish translation from English, #558127,Completed,1,$30-250 USD,5,Translation,1,5,46,"Lisbon, Portugal",Portugal,High income,4,1,4,14,0.785714286,0
3399,https://www.freelancer.com/projects/php-forum-software/phpbb-customisation/,phpBB Customisation, #555544,In Progress,1,$30-250 USD,5,"Forum Software,PHP",2,5,32,"Pune, United Arab Emirates",United Arab Emirates,High income,3,1,3,3,0.333333333,1
3401,https://www.freelancer.com/projects/php-windows/ocr-based-bot/,OCR Based bot, #2986777,Completed,1,$100-750 USD,5,"Engineering,Microsoft,MySQL,PHP,Project Management,Software Architecture,Software Testing,Windows Desktop",8,5,10,"Tilburg, Netherlands",Netherlands,High income,3,1,3,7,0.714285714,0
3405,https://www.freelancer.com/projects/php-flash/flash-program-online-psychological/,Flash Program: Online Psychological Experiment, #2974955,Completed,1,$100-500 USD,5,"ActionScript,Adobe Flash,Engineering,MySQL,PHP,Project Management,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing",11,5,35,United States,United States,High income,2,1,2,5,0.8,1
3406,https://www.freelancer.com/projects/php/website.552463/,Website, #552463,Completed,1,$250-750 USD,0,PHP,1,5,1,"Dublin, Ireland",Ireland,High income,1,1,1,14,1,0
3411,https://www.freelancer.com/projects/data-entry-accounting/need-sign-ups/,Need 18 sign ups $60, #549160,In Progress,1,$30-250 USD,3,"Accounting,Data Entry,Facebook Marketing,Forum Posting,Twitter",5,5,1,"Iasi, Romania",Romania,Upper middle income,1,1,1,2,1,0
3412,https://www.freelancer.com/projects/php-javascript/php-application.548760/,PHP application 2, #548760,Completed,1,$250-750 USD,5,"AJAX,Javascript,PHP",3,5,14,"Lane Cove, Australia",Australia,High income,9,1,9,18,0.555555556,0
3415,https://www.freelancer.com/projects/php-xml/urgent-need-right-away-pull/,URGENT NEED RIGHT AWAY: Pull order history from [login to view URL] account, #2954329,Completed,1,$100-200 USD,5,"Amazon Web Services,Anything Goes,Engineering,MySQL,PHP,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing,XML",11,5,84,Canada,Canada,High income,2,1,2,4,0.75,0
3420,https://www.freelancer.com/projects/technical-writing-editing/original-book-idea-author-needed/,"ORIGINAL E-BOOK IDEA, AUTHOR NEEDED!", #543758,In Progress,1,$250-750 USD,0,"Article Writing,eBooks,Editing,Report Writing,Technical Writing",5,0,0,"Leeds, United Kingdom",United Kingdom,High income,4,1,4,18,0.833333333,0
3428,https://www.freelancer.com/projects/php-java/penny-auction-website.2107744/,361908 A Penny Auction Website, #2107744,Completed,1,(blank),5,"Anything Goes,eCommerce,Java,PHP,SEO",5,4.8,6,"Okemos, United States",United States,High income,1,1,1,1,1,0
3429,https://www.freelancer.com/projects/php-javascript/fix-existing-auction-site/,fix existing auction site, #534830,In Progress,1,$30-250 USD,5,"AJAX,Javascript,PHP",3,5,2,"Genova, Italy",Italy,High income,2,1,2,6,0.833333333,0
3433,https://www.freelancer.com/projects/copywriting-academic-writing/ebook-miscarriage/,Ebook on Miscarriage, #2922979,Completed,1,$100-323 USD,0,"Article Rewriting,Copywriting,Research Writing",3,5,1,"Sydney, Australia",Australia,High income,2,1,2,2,0.5,0
3436,https://www.freelancer.com/projects/php-mysql/boonex-dolphin-errors-age/,358065 Boonex Dolphin errors and age, #2103898,Completed,1,(blank),5,"Anything Goes,MySQL,PHP",3,5,14,"Marietta, United States",United States,High income,1,1,1,1,1,0
3441,https://www.freelancer.com/projects/javascript-website-design/dhtml-popup-wanted/,DHTML Popup Wanted, #522019,Completed,1,$30-250 USD,5,"Adobe Dreamweaver,Banner Design,Javascript,Website Design",4,4.9,21,"Palmyra, Australia",Australia,High income,7,1,7,7,0.142857143,0
3455,https://www.freelancer.com/projects/script-installation-css/psd-css-xhtml-seo-friendly/,psd to css xhtml seo friendly, #518604,Completed,1,$30-250 USD,5,"Drupal,Magento,Photoshop Coding,PHP,Shopping Carts",5,5,9,"Antwerpen, Belgium",Belgium,High income,2,1,2,4,0.75,0
3461,https://www.freelancer.com/projects/javascript-css/psd-xhtml-css.2100189/,354358 Psd to XHTML CSS, #2100189,Completed,1,(blank),5,"Anything Goes,CSS,HTML,Javascript",4,5,5,"Antwerpen, Belgium",Belgium,High income,1,1,1,1,1,0
3469,https://www.freelancer.com/projects/php-javascript/custom-penny-auction-website/,352128 Custom Penny Auction  Website, #2097958,In Progress,1,(blank),3,"AJAX,Anything Goes,CMS,Javascript,MySQL,PHP",6,5,2,"Luton, Bedfordshire, United Kingdom",United Kingdom,High income,1,1,1,1,1,0
3470,https://www.freelancer.com/projects/php-javascript/website-design-sliced-coded-data/,"Website design to be sliced, coded and data imported", #2883387,Completed,1,$500-1800 USD,5,"CSS,Engineering,Javascript,MySQL,PHP,Project Management,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing,XML",12,5,72,"Essex, United Kingdom",United Kingdom,High income,2,1,2,16,0.9375,0
3474,https://www.freelancer.com/projects/data-processing-data-entry/offline-data-entry-tiff-doc/,Offline data entry (Tiff to Doc Conv), #509082,In Progress,1,$250-750 USD,0,"Data Entry,Data Processing",2,0,0,"Hyderabad, India",India,Lower middle income,16,1,16,20,0.25,0
3476,https://www.freelancer.com/projects/php-perl/php-sql-imdb-project/,349596 PHP/SQL IMDB-project, #2095424,Completed,1,(blank),5,"AJAX,Anything Goes,Perl,PHP,SQL",5,5,12,"Halmstad, Sweden",Sweden,High income,1,1,1,1,1,0
3480,https://www.freelancer.com/projects/visual-basic-web-scraping/betting-bot-wanted-web-scraping/,Betting Bot Wanted (Web Scraping), #507305,In Progress,1,$30-250 USD,5,"Visual Basic,Web Scraping",2,5,3,"Elstead,, United Kingdom",United Kingdom,High income,2,1,2,2,0.5,0
3486,https://www.freelancer.com/projects/php-flash/flash-header-repost.2871628/,Flash Header(repost), #2871628,Completed,1,$100-300 USD,5,"Adobe Flash,MySQL,PHP,Software Architecture,Software Testing,Visual Arts,Web Hosting,Website Management,Website Testing",9,5,63,"Cedar Park, United States",United States,High income,1,1,1,7,1,0
3494,https://www.freelancer.com/projects/php-engineering/page-load-progress-for-slow/,Page Load progress for slow programs in .NET, #2864872,Completed,1,$30-100 USD,5,"CSS,Engineering,MySQL,PHP,Software Architecture,Software Testing,Web Hosting,Website Management,Website Testing",9,5,4,"Durham, United States",United States,High income,6,1,6,11,0.545454545,0
3503,https://www.freelancer.com/projects/php-project-management/need-easy-excel-macro/,Need Easy Excel Macro, #2855144,Completed,1,$30-5000 USD,2,"Engineering,Excel,Microsoft Access,Microsoft Exchange,MySQL,PHP,Powerpoint,Project Management,Software Architecture,Software Testing,Word",11,5,5,United States,United States,High income,7,1,7,21,0.714285714,1
3511,https://www.freelancer.com/projects/php-flash/fix-screen-recording-program/,344595 fix screen recording program, #2090415,Completed,1,(blank),5,"Adobe Flash,Anything Goes,Delphi,PHP,Website Design",5,5,223,"St. George, United States",United States,High income,1,1,1,1,1,0
3522,https://www.freelancer.com/projects/website-design-banner-design/online-security-newspaper/,Online Security newspaper, #468023,In Progress,2,$250-750 USD,4,"Audio Services,Banner Design,Logo Design,Shopping Carts,Website Design",5,0,0,"Willemstad, Curacao",Curacao,High income,7,2,3.5,6,0.583333333,0
3535,https://www.freelancer.com/projects/data-entry/pages-with-pictures-data-entry/,80 pages with pictures Data Entry into OScommerce, #485493,Completed,1,$30-250 USD,5,Data Entry,1,4.7,7,"NY, United States",United States,High income,4,1,4,18,0.833333333,0
3540,https://www.freelancer.com/projects/php-xml/ebay-custom-integration/,eBay Custom Integration, #483156,Completed,1,$30-250 USD,5,"PHP,SQL,XML",3,5,8,"South Jordan, United States",United States,High income,1,1,1,1,1,0
3542,https://www.freelancer.com/projects/php-javascript/new-kind-get-paid-click/,339686 New kind of Get paid to click, #2085502,In Progress,1,(blank),5,"Anything Goes,eCommerce,Javascript,MySQL,PHP,System Admin",6,4.8,5,"Takasaki, Japan",Japan,High income,1,1,1,1,1,0
3548,https://www.freelancer.com/projects/photo-electronics/product-maintenance-cleaning-images/,"Product Maintenance - cleaning up images, sorting products", #479068,In Progress,1,min $3000 USD,2,"Electronics,Photography,Product Sourcing,Proofreading,Technical Writing",5,0,0,"richmond, United States",United States,High income,16,1,16,18,0.166666667,1
3551,https://www.freelancer.com/projects/php-joomla/html-conversion-dynamic-joomla-site/,HTML conversion to dynamic Joomla site, #474784,Completed,1,$250-750 USD,5,"Joomla,PHP,SQL",3,5,8,"Rødovre, Denmark",Denmark,High income,11,1,11,19,0.473684211,0
3552,https://www.freelancer.com/projects/data-entry/contest-registration-form-with-random/,Contest Registration Form with Random winner generation, #474252,Completed,1,$250-750 USD,5,"ASP,Data Entry,PHP",3,5,8,"Manhattan, United States",United States,High income,2,1,2,8,0.875,0
3556,https://www.freelancer.com/projects/virtual-assistant/audio-transcription/,Audio transcription, #2807333,Completed,1,$30-100 USD,5,Virtual Assistant,1,5,22,"toorak, Australia",Australia,High income,4,1,4,18,0.833333333,0
3559,https://www.freelancer.com/projects/visual-basic-data-processing/create-web-scraping-program-gather/,Create Web Scraping Program To Gather Data From Auction Site, #468728,Completed,1,$30-250 USD,5,"Data Entry,Data Processing,Visual Basic",3,5,5,"Lexington, United States",United States,High income,8,1,8,15,0.533333333,0
3575,https://www.freelancer.com/projects/graphic-design-logo-design/classy-masthead-graphic-design/,332530 Classy Masthead Graphic Design, #2078340,Completed,1,(blank),5,"Anything Goes,Graphic Design,Logo Design",3,5,51,"Lancaster, United States",United States,High income,1,1,1,1,1,0
3576,https://www.freelancer.com/projects/php-website-design/security-journal-curacao/,331855 Security Journal Curacao, #2077665,In Progress,1,(blank),4,"Anything Goes,Graphic Design,Logo Design,PHP,Website Design",5,0,0,"Willemstad, Curacao",Curacao,High income,1,1,1,1,1,0
3583,https://www.freelancer.com/projects/php-perl/ebay-email-extractor-amp-bidder/,Ebay Email Extractor &amp; Bidder Link Viewer, #455957,In Progress,1,$1500-3000 USD,0,"ASP,C Programming,Perl,PHP,SQL",5,0,0,"New York, United States",United States,High income,1,1,1,3,1,0
3584,https://www.freelancer.com/projects/php-cold-fusion/change-flyer-design-fsbo/,Change flyer design - FSBO, #3948584,Completed,1,$30-100 USD,5,"Cold Fusion,Engineering,Microsoft Access,MySQL,PHP,Software Architecture,Software Testing",7,5,2900,United States,United States,High income,1,1,1,4,1,0
3586,https://www.freelancer.com/projects/php-script-installation/ebay-email-extractor/,Ebay Email Extractor, #454427,In Progress,1,$1500-3000 USD,1,"PHP,Script Install,Web Security",3,0,0,"Pompano Beach, United States",United States,High income,2,1,2,2,0.5,0
3599,https://www.freelancer.com/projects/php-asp/clone.2071452/,325645 Clone, #2071452,Completed,1,(blank),5,"AJAX,Anything Goes,ASP,CMS,PHP",5,5,2,"pembroke pines, United States",United States,High income,1,1,1,1,1,0
3607,https://www.freelancer.com/projects/php-asp/follow-gambler-site/,321997 Follow gambler site, #2067803,In Progress,1,(blank),5,"Anything Goes,ASP,MySQL,PHP",4,4.7,9,"Copenhagen, Denmark",Denmark,High income,1,1,1,1,1,0
3608,https://www.freelancer.com/projects/php-asp/four-part-programming-system/,Four Part Programming System, #439431,In Progress,1,min $3000 USD,0,"ASP,PHP",2,0,0,"Toronto, Canada",Canada,High income,7,1,7,8,0.25,0
3622,https://www.freelancer.com/projects/php-windows/desktop-gui-app-save-microphone/,Desktop GUI app to save microphone audio to disk in mp3 format, #3872691,Completed,1,$30-70 USD,2,"Engineering,Microsoft,MySQL,PHP,Project Management,Software Architecture,Software Testing,Windows Desktop",8,5,5,Netherlands,Netherlands,High income,2,1,2,8,0.875,0
3623,https://www.freelancer.com/projects/net/multi-threaded-net-server-application/,Multi Threaded vb.net server application to accept TCP/IP connections on a specified port, #431733,Completed,1,$30-250 USD,0,.NET,1,5,1,"Ledbury, United Kingdom",United Kingdom,High income,1,1,1,6,1,0
3629,https://www.freelancer.com/projects/data-entry-market-research/write-unique-word-articles-rephrase/,"Write 10 unique 300 word articles, rephrase some sentences/words and enter using special character syntax", #427993,Completed,1,$30-250 USD,5,"Data Entry,Proofreading,Research",3,5,47,"Russellville, United States",United States,High income,3,1,3,6,0.666666667,1
3630,https://www.freelancer.com/projects/javascript-data-processing/swoopo-data-mining-script/,Swoopo data mining script, #427895,Completed,1,$30-250 USD,0,"Data Processing,Javascript",2,5,1,"London, United Kingdom",United Kingdom,High income,1,1,1,2,1,0
3633,https://www.freelancer.com/projects/php-windows/roulette-betting-system/,Roulette Betting System, #3835465,Completed,1,$100-500 USD,2,"Engineering,Game Design,Microsoft,MySQL,PHP,Project Management,Software Architecture,Software Testing,Windows Desktop",9,5,3,"Marbella, Spain",Spain,High income,1,1,1,3,1,0
3637,https://www.freelancer.com/projects/article-rewriting-anything-goes/add-posts-from-users.2059521/,313722 Add 500 posts from 50 users #3, #2059521,Completed,1,(blank),5,"Anything Goes,Article Rewriting",2,5,72,"Phoenix, United States",United States,High income,1,1,1,1,1,1
3646,https://www.freelancer.com/projects/php-project-management/sql-database-edit/,SQL database edit, #3787293,Completed,1,$30-35 USD,0,"Engineering,MySQL,PHP,Project Management,Software Architecture,Software Testing",6,5,2,United States,United States,High income,6,1,6,6,0.166666667,1
3653,https://www.freelancer.com/projects/xml-website-design/auction-web-site/,309013 auction web site, #2054809,Completed,1,(blank),5,"Anything Goes,Logo Design,SQL,System Admin,Website Design,XML",6,5,1,"temple,",United States,High income,1,1,1,1,1,0
3656,https://www.freelancer.com/projects/php-xml/oscommerce-store-customization-update/,osCommerce store customization and update, #411501,Completed,1,$1500-3000 USD,2,"Internet Marketing,PHP,Shopping Carts,Website Design,XML",5,0,0,"Seattle, United States",United States,High income,14,1,14,19,0.315789474,0
